Zip1,MeanHouseholdIncome
0,99605.54475
0,45536.3432
0,59273.99925
0,36087.27881
0,45455.19855
0,76461.59034
0,53529.62933
0,55951.03967
0,48124.6454
0,47953.17343
0,65170.88412
0,57131.70486
0,65553.3362
0,61114.97167
0,64836.30573
0,57498.11225
0,66477.54419
0,110217.0175
0,73919.50576
0,91669.07142
0,100159.0599
0,79394.75874
0,93997.69497
0,151061.706
0,72129.62457
0,110428.1636
0,96328.80035
0,56194.60227
0,63899.91729
0,43640.15905
0,74051.09692
0,73381.68373
0,65262.30807
0,82124.36548
0,41536.14412
0,58813.45131
0,59464.82913
0,49066.13757
0,53323.52941
0,82878.78788
0,58154.52014
0,44405.35211
0,53577.12766
0,55775.33386
0,18533.84376
0,17496.52605
0,21607.33961
0,27246.44528
0,23229.71698
0,18803.32892
0,19621.52705
0,18521.62101
0,22530.29302
0,21260.2777
0,19842.42767
0,26424.45514
0,18934.87248
0,15626.57426
0,21804.01639
0,21145.35044
0,19499.42859
0,19448.76265
0,22800.78966
0,20040.98429
0,23456.90151
0,25973.62038
0,25322.71711
0,43671.06239
0,25584.64508
0,20201.63017
0,50490.67025
0,27004.51802
0,25388.80454
0,16295.15184
0,28059.44467
0,26445.42154
0,30988.06963
0,55644.03402
0,58405.43052
0,52096.79487
0,39937.74361
0,61381.97627
0,64872.09302
0,63864.83669
0,40161.81335
0,74725.89532
0,52937.76497
0,50352.65109
0,68411.59052
0,66532.77154
0,42440.11072
0,55207.54717
0,41443.8326
0,60708.79121
0,51220.82111
0,76969.05941
0,78220.58824
0,49747.36148
0,66379.49102
0,40300.88496
0,56144.16847
0,58312.5
0,47393.83117
0,63233.5729
0,123375.1777
0,54279.2378
0,76598.85556
0,51128.43567
0,68273.07333
0,58383.08038
0,61135.81927
0,62893.3121
0,52305.71746
0,69879.39297
0,49199.34066
0,53998.57456
0,81431.50283
0,68542.84402
0,91177.95567
0,57774.43074
0,81954.1704
0,46661.70783
0,52217.09195
0,105294.0149
0,115801.3862
0,91015.61186
0,109840.8287
0,82641.75278
0,139833.8058
0,64688.84409
0,85160.07436
0,94021.24798
0,36263.56884
0,43937.26673
0,88628.47259
0,76632.78594
0,84633.51571
0,60964.77765
0,66724.85159
0,96510.15169
0,83724.87562
0,103824.6582
0,102750.5369
0,69777.19409
0,81352.8308
0,113803.0512
0,73240.13823
0,86040.66855
0,66604.11239
0,49045.65334
0,47843.35786
0,39749.34692
0,67659.43878
0,42963.94304
0,48997.92301
0,54001.01779
0,41064.83393
0,72729.03174
0,94950.92604
0,52030.96411
0,71995.36811
0,60389.00848
0,78391.25152
0,77119.1885
0,59662.85806
0,105670.249
0,136865.3195
0,155789.5994
0,64417.68293
0,79304.02245
0,45638.0789
0,81854.48005
0,62661.98645
0,53755.59544
0,70982.04921
0,48235.58119
0,50605.55304
0,44750.7854
0,55705.33141
0,101029.4118
0,71407.66423
0,58899.13926
0,33885.21205
0,27882.46138
0,66605.98114
0,65993.60377
0,51302.33312
0,69469.09091
0,63991.70124
0,71756.29776
0,64693.28194
0,62368.5259
0,74323.78855
0,70426.19122
0,45593.25691
0,65149.42529
0,55518.86792
0,47540.50416
0,30959.76784
0,45924.73895
0,40784.49074
0,19416.41017
0,17243.74824
0,23200.95541
0,18032.09405
0,17908.27517
0,17075.81915
0,24081.31934
0,18575.7337
0,15759.74565
0,21774.50028
0,17906.2095
0,19922.96553
0,19429.88617
0,21601.50273
0,16769.98369
0,17708.59743
0,19674.43453
0,23067.11841
0,15079.26479
0,18509.69017
0,20797.08068
0,21633.54652
0,18259.81134
0,19009.98562
0,42163.86436
0,19277.59024
0,16653.32916
0,22740.83579
0,20931.734
0,28363.33052
0,30274.266
0,33651.09867
0,50267.10679
0,24830.45526
0,42649.12752
0,52590.95551
0,48183.01435
0,71043.32822
0,73353.18675
0,58871.02138
0,53038.39639
0,59086.24985
0,51333.6933
0,45814.08208
0,53532.84672
0,53301.47059
0,63520.49622
0,37716.90332
0,92106.3949
0,42752.60257
0,54948.88281
0,42234.36207
0,59761.69844
0,57871.67706
0,60380.81316
0,60854.64044
0,52404.4635
0,69207.31707
0,0
0,47936.96028
0,59313.7931
0,75631.57895
0,72111.81435
0,42999.842
0,43180.21219
0,54695.67355
0,55079.52974
0,62940.34412
0,51856.84062
0,134062.5
0,68583.77983
0,66340.47003
0,60133.97148
0,76828.2975
0,79049.64653
0,61054.4394
0,83652.37271
0,72844.40781
0,59678.84105
0,63621.5341
0,59688.8902
0,42959.77258
0,47990.69479
0,57447.78053
0,24983.2261
0,34050.50395
0,84307.24587
0,54987.82915
0,107653.6313
0,99548.88517
0,115274.8497
0,68885.68653
0,67091.90087
0,80441.4688
0,123433.8002
0,133598.1269
0,119940.7764
0,74515.5906
0,83566.32852
0,64046.90873
0,50468.24401
0,68847.10867
0,87580.10904
0,77307.08447
0,45953.31325
0,132638.878
0,68918.27382
0,71916.63458
0,87816.42826
0,77602.55754
0,100971.7016
0,80475.79649
0,100349.1446
0,63006.21532
0,77251.25936
0,76811.84756
0,102637.5695
0,67190.24282
0,106048.9709
0,104214.8289
0,99428.35998
0,80537.48365
0,91737.66261
0,66402.27247
0,39667.46044
0,47326.45689
0,62140.18461
0,79092.7988
0,71622.41724
0,85177.2997
0,63657.34704
0,63832.44664
0,60908.81057
0,73501.79437
0,66084.67832
0,58017.07113
0,65553.73945
0,89229.44297
0,0
0,69977.57953
0,88210.75817
0,77906.35935
0,64378.44985
0,75165.87239
0,63634.73424
0,112236.7826
0,99711.46742
0,67829.1461
0,116983.9695
0,112272.986
0,101030.7235
0,60425.85983
0,68347.44526
0,59591.34288
0,56666.9873
0,40412.47288
0,40433.10839
0,60394.21948
0,49752.47006
0,61672.68628
0,55957.4311
0,71853.43348
0,55057.40884
0,79039.66805
0,49778.28459
0,75117.9292
0,60928.43215
0,51666.03883
0,108381.4433
0,30923.39374
0,59763.80097
0,44237.36501
0,54942.01861
0,57428.14752
0,52362.22222
0,59142.3228
0,80852.2694
0,56931.03448
0,48347.26418
0,59863.39937
0,65127.43042
0,61677.01453
0,63125.39038
0,51786.68942
0,53946.62854
0,60525.22255
0,44887.79528
0,47555.09868
0,37111.30435
0,43435.01805
0,49016.89189
0,46193.59721
0,49899.38017
0,74781.06682
0,89812.0736
0,47500
0,68519.08657
0,41843.47507
0,57083.32497
0,57169.97264
0,50127.6452
0,67391.30435
0,42411.65414
0,64022.30686
0,58181.55112
0,79021.04975
0,44026.37273
0,79076.07336
0,88925.38354
0,85500.97276
0,80197.28097
0,81735.0348
0,56145.30686
0,42867.1771
0,73188.3792
0,49894.44957
0,59355.24126
0,42781.04265
0,65680.35453
0,58554.88464
0,46353.55764
0,54470.17139
0,48569.61652
0,53875.69667
0,39621.80053
0,51689.96499
0,49141.45811
0,39145.7265
0,45470.97082
0,35809.76441
0,52398.67089
0,41044.04629
0,44609.00474
0,48095.11975
0,52760.27397
0,43693.54839
0,41104.51977
0,47864.40245
0,43942.9264
0,67572.33369
0,48066.21961
0,41274.19355
0,49662.96425
0,42200.48309
0,38694.78261
0,30427.53623
0,45383.83117
0,33385.71429
0,38787.39003
0,45569.22733
0,42180.16321
0,39215.59633
0,39358.40708
0,36746.46128
0,40430.48128
0,47126.45537
0,39430.29197
0,45433.34578
0,49747.75261
0,48490.52133
0,33924.90842
0,35433.42037
0,48691.91551
0,45160.72925
0,48900.29542
0,54807.78302
0,61026.78571
0,50636.15643
0,34089.91228
0,42371.06918
0,45120.68966
0,48587.36559
0,38055.17942
0,45055.55556
0,76630.43478
0,42038.46154
0,29000
0,33125
0,45741.86992
0,37947.55245
0,51651.51515
0,38146.22642
0,47008.19672
0,34143.35664
0,31123.57414
0,38631.86813
0,33694.51074
0,42618.42105
0,34967.10526
0,30765.64417
0,33636.40133
0,33937.5
0,31067.8392
0,36335.61644
0,37045.2381
0,38576.92308
0,29470.17332
0,34447.08423
0,35733.57453
0,55863.77969
0,52253.92157
0,43490.68323
0,50349.68685
0,41731.15044
0,48191.89189
0,36560.31128
0,38526.88172
0,36342.10526
0,34963.04224
0,39570.48458
0,38375.86207
0,45350.81715
0,57759.51362
0,66010.44776
0,50392.33899
0,60473.39793
0,69599.58296
0,74976.55014
0,58947.21607
0,68416.12111
0,59053.36179
0,55147.94337
0,62176.67732
0,83988.53242
0,72824.5478
0,65705.27728
0,60809.89985
0,58476.7015
0,54804.77253
0,61910.89035
0,67866.6944
0,38541.3937
0,64851.06206
0,81963.79456
0,57757.60346
0,64947.19087
0,64647.68977
0,44301.09605
0,70012.17801
0,50417.59132
0,80534.51582
0,70728.68792
0,75537.30721
0,78456.6837
0,76168.19788
0,70452.28419
0,45308.15494
0,52756.30252
0,45887.72727
0,75861.73285
0,90815.53398
0,42398.80412
0,59369.71831
0,55393.63242
0,55305.19481
0,39319.91342
0,67466.48045
0,58071.53076
0,59014.36782
0,52291.52374
0,43180.72289
0,54047.61905
0,52899.72423
0,50601.38227
0,51195.41376
0,50073.27189
0,66402.29885
0,54614.43582
0,59034.33476
0,48702.10896
0,64696.68588
0,47851.79641
0,63874.57627
0,36432.57217
0,40615.28662
0,50955.40797
0,48622.01646
0,44872.12644
0,36500
0,49700.72993
0,43470.75872
0,60938.22844
0,61121.38728
0,50787.62542
0,44830.76408
0,56123.22946
0,48212.01413
0,82311.15694
0,65565.99946
0,66507.08215
0,53753.18902
0,67532.21995
0,56732.02171
0,73866.33546
0,50244.18605
0,110288.835
0,65328.69128
0,44642.72837
0,49257.09001
0,44700.79213
0,48992.58613
0,47589.2159
0,47957.74648
0,70022.36652
0,58249.0295
0,53149.0566
0,51208.34218
0,54667.46872
0,39578.52077
0,50169.41176
0,45792.27053
0,44878.67647
0,64628.45583
0,38215.11628
0,43162.08694
0,51464.22182
0,67113.59185
0,56658.84058
0,53483.98942
0,55147.49431
0,70684.06072
0,88659.78661
0,91268.7491
0,43195.78059
0,38889.07423
0,45301.3245
0,43332.65306
0,44864.82472
0,50648.96989
0,36350.76122
0,43923.39833
0,47276.19048
0,39149.10286
0,35881.6092
0,47603.99091
0,45616.34349
0,47429.87744
0,38472.19003
0,41884.41825
0,41046.7128
0,27510.44776
0,37186.76151
0,39007.24638
0,60638.57868
0,39010.12872
0,33503.51494
0,38851.23807
0,34509.09091
0,46809.64877
0,62211.74377
0,57921.91142
0,54771.11111
0,38429.57746
0,54813.33333
0,54957.62712
0,41938.51215
0,39907.35146
0,45950.18294
0,36322.98137
0,36237.85311
0,40054.03987
0,31384.15044
0,31634.7424
0,36951.7134
0,34135.99062
0,54446.15385
0,56387.5
0,32967.08039
0,32298.19254
0,49095.69702
0,80236.52611
0,102935.0084
0,85289.307
0,71639.44467
0,60608
0,73524.71123
0,80917.8457
0,66944.77681
0,76648.86618
0,69302.23285
0,46179.40989
0,58046.51875
0,68847.30613
0,52556.28272
0,52326.01655
0,61264.9498
0,60456.81382
0,52779.06299
0,51509.78386
0,61455.8011
0,46862.19975
0,61883.22581
0,48276.17866
0,55718.436
0,51941.61677
0,52209.79021
0,90410.94987
0,51644.79638
0,58512.8866
0,42516.21959
0,52503.45423
0,59629.23077
0,61029.99
0,46058.91425
0,44941.80427
0,45817.77778
0,50639.50893
0,52702.05479
0,76176.54639
0,45020.3575
0,44662.01117
0,63807.01754
0,53915.03058
0,45319.9446
0,44206.26312
0,54654.03341
0,68562.5
0,46859.74974
0,50683.33333
0,50049.26108
0,79256.18839
0,61911.32075
0,68205.33521
0,58213.64357
0,75487.07783
0,49726.74606
0,50721.1116
0,62281.69542
0,71428.46557
0,46908.66511
0,59446.70051
0,51471.41256
0,41395.70552
0,44488.88889
0,83998.56621
0,57922.98289
0,41564.77927
0,41308.98876
0,50496.88312
0,67068.26568
0,41837.07375
0,58246.18321
0,51322.43816
0,39711.04536
0,76224.4015
0,54664.04358
0,115024.2718
0,44518.35642
0,45650.87041
0,38900.16367
0,46101.69492
0,43196.85039
0,38467.44649
0,41916.8682
0,44211.23829
0,53813.94622
0,58808.71003
0,42320.43935
0,44213.79409
0,42626.25839
0,48961.94927
0,47552.89886
0,44047.6057
0,29679.16667
0,43261.89584
0,60214.66588
0,60293.65079
0,39135.43307
0,33066.19385
0,36189.42731
0,43678.524
0,32205.6933
0,39831.95021
0,29187.07483
0,45121.56863
0,51946.10778
0,52647.86795
0,44670.7132
0,41757.47508
0,52119.24686
0,42404.08805
0,49755.37634
0,33321.27352
0,40485.14851
0,46812.5
0,27562.57046
0,56762.26734
0,37032.6087
0,46759.06736
0,38146.35011
0,37500.97847
0,36376.59993
0,33089.40397
0,37134.32836
0,31523.83532
0,29789.23077
0,29150
0,33881.72043
0,35389.9859
0,52215.82734
0,35826.08696
0,60563.74502
0,49534
0,42801.64057
0,40763.17905
0,33023.8415
0,41590.23309
0,48466.18766
0,40038.98635
0,42220.80721
0,33920.4244
0,37737.06177
0,40857.14286
0,36598.01587
0,44630.1633
0,32579.52872
0,41507.97024
0,33551.31761
0,33443.46734
0,45203.35609
0,36368.85838
0,46201.6317
0,57987.01299
0,62457.85877
0,49955.14781
0,66426.66282
0,62618.94273
0,78713.27801
0,50598.39109
0,44585.91379
0,33560.67423
0,58970.84178
0,84455.27073
0,36575.53235
0,63964.98931
0,63717.13696
0,70507.76197
0,73728.94385
0,49145.21748
0,65296.98323
0,66528.45731
0,91039.53761
0,67957.68229
0,79126.4637
0,80931.18971
0,64139.76608
0,58166.77242
0,30074.53514
0,70962.05391
0,67573.34428
0,75514.55638
0,52004.01972
0,54381.52431
0,55814.5513
0,38844.3731
0,46645.241
0,63522.31887
0,52930.82995
0,73563.11413
0,67423.9667
0,109699.3546
0,61400.0485
0,85574.94936
0,62502.9873
0,70134.4994
0,67835.097
0,102073.7296
0,54843.90547
0,51530.00254
0,71954.1779
0,64406.09137
0,48849.40945
0,42120.52506
0,58447.12706
0,55750.31928
0,50509.81743
0,45947.15447
0,49452.11786
0,67586.36364
0,48748.52026
0,50764.22764
0,57086.5019
0,67931.85079
0,67572.42583
0,50576.92308
0,40226.1324
0,48061.49068
0,47479.99272
0,34706.36451
0,42275.86207
0,41864.71085
0,50396.02804
0,57093.63373
0,103117.0886
0,52611.91484
0,68678.26087
0,55650.23474
0,56535.85347
0,42211.38367
0,68023.15248
0,55745.78313
0,46232.14286
0,52583.5443
0,59101.37243
0,52394.18429
0,47963.7701
0,47035.32609
0,51485
0,89677.68595
0,38000
0,62139.20887
0,70596.64948
0,43923.95459
0,44523.17361
0,50718.84301
0,44077.67123
0,46847.47145
0,42821.87858
0,63791.25924
0,47670.11236
0,41748.63884
0,44126.67191
0,65998.67608
0,46548.49226
0,52575.19884
0,52994.65154
0,44683.86108
0,49731.20736
0,50800.32141
0,45684.02778
0,58466.26016
0,52613.82658
0,51373.70466
0,35378.12943
0,40984.10653
0,53883.67463
0,39153.1155
0,44928.41356
0,57854.10996
0,38048.85202
0,46472.11982
0,60555.09563
0,46283.80386
0,40674.65192
0,47035.6025
0,36262.86353
0,44138.92145
0,56970.91109
0,45211.24031
0,44615.84634
0,42510.81613
0,37270.27027
0,60381.56124
0,45813.30472
0,44797.56871
0,38248.68421
0,43059.87718
0,25638.88889
0,35663.51351
0,39089.86175
0,37690.39209
0,31086.46617
0,45085.12064
0,31219.44923
0,43280.8642
0,31175.27174
0,47968.95425
0,48746.01367
0,44919.02314
0,61785.71429
0,45103.57518
0,50477.13718
0,53665.71835
0,55192.36016
0,50433.13522
0,49746.26866
0,29575.41899
0,50094.87179
0,35648.14815
0,42043.20988
0,34774.16734
0,37712.83906
0,50453.99188
0,36964.0884
0,40859.29893
0,56910.93117
0,50290.69767
0,36347.22222
0,47546.89175
0,59598.98477
0,79438.77551
0,43780.4878
0,46816.9893
0,38317.25146
0,66857.6779
0,72141.00906
0,62174.01669
0,53095.526
0,46077.79832
0,52397.6834
0,53017.70538
0,51463.63636
0,46588.94231
0,52268.69042
0,44769.88481
0,68678.33261
0,58548.46066
0,58311.38107
0,54835.21127
0,52519.74026
0,56775.14231
0,56460.29173
0,58761.83206
0,36558.85947
0,46959.56434
0,49248.76332
0,49903.34572
0,46686.29417
0,48840.20619
0,49946.28469
0,43065.28156
0,43460.84337
0,50440.67797
0,62966.43836
0,41344.74886
0,43193.37194
0,49449.60576
0,42373.0315
0,64369.76048
0,51289.33294
0,46278.17404
0,46596.14243
0,50644.78312
0,46164.7001
0,45253.80435
0,42092.45283
0,31650
0,39161.66667
0,53257.30994
0,45778.36879
0,40281.19935
0,33797.94934
0,106244.9393
0,44869.97636
0,88956.43633
0,60524.33007
0,54849.3256
0,56276.11314
0,58059.50947
0,59307.35184
0,86201.92627
0,57219.58607
0,33059.73523
0,52830.84768
0,36124.82117
0,54688.95072
0,57747.05882
0,76348.67185
0,48759.53412
0,67583.40164
0,57291.91069
0,60334.7845
0,67547.20358
0,59966.43418
0,69249.37728
0,60684.75336
0,53804.58165
0,67391.0282
0,92280.92289
0,54092.05266
0,76362.9853
0,84538.29177
0,110693.07
0,70162.65223
0,96628.54679
0,105517.0167
0,76408.77275
0,83310.09688
0,102294.1874
0,80126.20377
0,66619.14603
0,0
0,41832.24181
0,52121.99529
0,89414.44702
0,30421.06383
0,135669.558
0,44618.98945
0,77973.46154
0,77909.63855
0,72118.70101
0,69286.57761
0,54573.37392
0,133197.561
0,79115.41632
0,123751.1836
0,153055.9115
0,148632.8038
0,56286.04651
0,135380.0043
0,86525.13489
0,52245.00278
0,96128.68217
0,62892.95123
0,67936.51791
0,87595.04309
0,50202.91504
0,51361.05118
0,79685.14519
0,59123.73806
0,69249.8557
0,54198.15735
0,91632.07713
0,151687.1668
0,44440.07112
0,85612.28995
0,105345.1613
0,64519.84127
0,67939.02439
0,75648.91421
0,97934.15496
0,114176.0007
0,108899.0025
0,72669.91379
0,25347.08941
0,43086.48404
0,31328.46675
0,28489.32039
0,57630.75965
0,66561.487
0,52138.55984
0,46950.05387
0,74063.37389
0,144429.7462
0,69603.80034
0,45937.08777
0,36489.97853
0,48500
0,34412.86058
0,37075.34247
0,38027.75646
0,39436.98347
0,36489.83364
0,37593.08922
0,51291.07397
0,30557.69231
0,59663.63636
0,42280.17081
0,41509.20028
0,35011.88811
0,34676.49075
0,37534.48276
0,34208.4507
0,41981.92771
0,31774.6051
0,40693.67694
0,38711.36364
0,34064.93118
0,38043.33333
0,42037.71074
0,40683.03376
0,31664.35644
0,40434.09091
0,36659.20398
0,46218.96956
0,45172.26891
0,54963.44486
0,44062.87425
0,41314.25486
0,41905.14286
0,45581.25
0,49176.15658
0,51811.03679
0,41549.7869
0,58460.22727
0,38788.22055
0,43088.13559
0,41332.79221
0,49029.87013
0,51842.80118
0,47706.62983
0,42996.09904
0,64544
0,42772.14854
0,50372.91399
0,43019.9637
0,46563.06306
0,49777.28614
0,37946.42857
0,41642.49201
0,51671.9457
0,55950.67698
0,60374.15437
0,48079.96146
0,57593.14775
0,84939.26741
0,63958.23575
0,67185.61208
0,50496.40489
0,50066.8239
0,52311.97381
0,39506.00601
0,45892.85714
0,49532.02665
0,47083.19871
0,57811.63567
0,47100.70516
0,45806.30929
0,55982.95455
0,42884.43804
0,42095.55556
0,49560.38647
0,45318.85457
0,49742.4594
0,44842.88256
0,41426.19707
0,45902.76577
0,53707.92079
0,39169.15761
0,29261.19403
0,38141.59292
0,40064.80558
0,44565.19065
0,33838.95131
0,42028.58353
0,42594.66019
0,39387.57303
0,36558.32148
0,46161.18421
0,48934.09091
0,32069.89247
0,33576.92308
0,30257.44048
0,69624.69984
0,55511.57782
0,58895.02624
0,47302.32039
0,81619.89183
0,79603.40532
0,60687.63019
0,74780.14184
0,104791.4739
0,71014.07811
0,98872.92398
0,84442.58373
0,75196.87954
0,104510.4364
0,122733.1972
0,56991.6762
0,61941.05076
0,48542.25702
0,36815.97366
0,25500.2765
0,85282.4799
0,50682.28959
0,65881.79191
0,50122.85937
0,67383.91976
0,103164.0625
0,94678.96866
0,70755.15889
0,55776.51558
0,77910.49286
0,67473.58355
0,68755.62032
0,62685.41033
0,88092.58039
0,46116.16162
0,54778.97727
0,78735.03699
0,71071.64559
0,71065.37854
0,90425.27512
0,87512.87905
0,81385.96491
0,91214.48025
0,52730.16415
0,71467.11771
0,78089.93557
0,128073.2868
0,67751.15875
0,53618.04975
0,56762.31214
0,70496.39274
0,42869.22948
0,50110.67649
0,42481.33588
0,68793.03797
0,78923.1931
0,66836.49852
0,105865.1961
0,47185.62644
0,54266.33166
0,51660.48035
0,63142.85714
0,51373.94958
0,59029.83802
0,42520.3193
0,47634.98264
0,64450.76816
0,56589.50617
0,44782.17822
0,64183.69565
0,50069.89247
0,43409.1027
0,53107.72876
0,46312.5
0,83432.20339
0,38413.2948
0,55931.88854
0,45241.22807
0,75851.35135
0,44399.0461
0,54448.25175
0,47295.45455
0,44719.91191
0,63279.85559
0,52838.18906
0,53618.01676
0,46579.89297
0,67753.7489
0,51687.38404
0,73616.91895
0,26015.15152
0,59802.25989
0,48704.72441
0,58836.78756
0,38522.38806
0,34760
0,71090.89692
0,59053.40136
0,21785.71429
0,43822.49322
0,52674.80577
0,52576.92308
0,59916.11479
0,52148.51485
0,52321.42857
0,50726.31579
0,51604.27807
0,38934.6317
0,47935.16484
0,47335.67775
0,44833.33333
0,48204.54545
0,36635.90844
0,40874.26036
0,49473.21429
0,36499.14237
0,35138.22526
0,31904.53686
0,37810.81081
0,35853.90947
0,37834.17402
0,41466.66667
0,26586.2069
0,111042.1129
0,95939.56822
0,75433.71156
0,75257.00935
0,70871.76644
0,73607.33122
0,76966.98616
0,88870.75718
0,63116.43836
0,69248.16189
0,64835.91065
0,99157.2314
0,70716.98113
0,80500.88145
0,72707.37137
0,73546.10951
0,38631.52094
0,65686.42604
0,64362.05099
0,76590.82853
0,72726.49522
0,67397.13155
0,86368.05166
0,67459.88113
0,50988.18745
0,38255.96817
0,57391.66667
0,81481.61765
0,59775.26754
0,58752.57732
0,55863.61988
0,69056.34218
0,55657.89474
0,52209.65405
0,47617.16329
0,36136.36364
0,76482.49843
0,57496.92977
0,64548.50746
0,72443.50806
0,79390.49587
0,80774.38341
0,92707.79221
0,51241.24536
0,64883.25621
0,70706.94864
0,76200.68007
0,94498.38744
0,63592.14355
0,60309.4807
0,69261.44142
0,41142.62041
0,54431.8816
0,34039.7624
0,45858.96109
0,35402.0544
0,93335.40333
0,42349.87795
0,41363.25516
0,76647.17234
0,46774.72055
0,77419.9148
0,62360.57692
0,92897.75017
0,59871.76008
0,51071.14481
0,80326.77165
0,97599.35967
0,152661.1162
0,76720.15304
0,65856.7058
0,139322.0371
0,76585.06224
0,61709.98312
0,63379.05335
0,92073.87568
0,52268.98772
0,45263.63178
0,95280.02865
0,66007.46671
0,79762.97004
0,105529.2887
0,51940.19552
0,125711.8451
0,62333.58663
0,59573.7155
0,76436.41181
0,85626.5127
0,44074.89785
0,67748.16267
0,44264.77135
0,32824.46809
0,39539.45578
0,68653.84615
0,35491.41631
0,46142.85714
0,34129.34233
0,27942.48609
0,51192.74809
0,31060.87824
0,35081.37432
0,43392.85714
0,41515.35627
0,29962.58134
0,46630.00932
0,39032.56253
0,33850.99377
0,37615.39825
0,40695.76399
0,36800.71599
0,32412.5
0,36933.33333
0,36557.02918
0,31042.66667
0,35905.14905
0,51897.56447
0,51007.7187
0,37559.09091
0,32927.53623
0,47260.86957
0,36278.30189
0,35724.03776
0,36694.63087
0,44441.0609
0,39725.94752
0,40101.70293
0,46406.69111
0,35127.19014
0,41127.40236
0,43326.08696
0,51205.88235
0,36165.73034
0,46932.51232
